title,description,category,duration,time_to_deadline,description_length,is_urgent,priority
Виконати завдання з математики,Створити презентацію на тему маркетингова кампанія.,Навчання,170,2.0,51,0,2
Виконати завдання з математики,Вивчити 16 нових слів.,Навчання,298,17.0,22,0,2
Підготуватися до наради,Прочитати розділ маркетингова кампанія.,Навчання,231,13.0,39,0,2
Підготуватися до наради,Вивчити 17 нових слів.,Навчання,307,-1.0,22,1,3
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,63,9.0,18,0,2
Вивчити 5 нових слів,Виконати завдання з математики.,Навчання,432,12.0,31,0,2
Написати email,Підготувати фінансовий звіт.,Робота,37,0.0,28,1,3
Зробити підготовка звіту,Написати email клієнту щодо маркетингова кампанія.,Робота,143,8.0,50,0,3
Завершити підготовка звіту,Завершити проєктний аналіз перед 1973-09-24.,Робота,410,11.0,44,0,3
Відвідати спортзал з родиною,Відвідати спортзал з родиною.,Особисте,439,15.0,29,0,2
Відвідати спортзал для спорту,Підготуватися до спортивні змагання.,Спорт,239,17.0,36,0,2
Спланувати поїздку до село Токмак,Спланувати поїздку до хутір Болград.,Подорожі,350,7.0,36,0,2
Тренування на біцепс,Зайнятися кардіо.,Спорт,124,1.0,17,0,3
Підготуватися до спортивні змагання,Зайнятися кардіо.,Спорт,140,29.0,17,0,2
Зайнятися кардіо,Підготуватися до спортивні змагання.,Спорт,204,,36,0,2
Пробігти 4 км,Відвідати спортзал для спорту.,Спорт,160,21.0,30,0,2
Написати email,Підготувати звіт про маркетингова кампанія.,Робота,433,20.0,43,0,3
Спланувати поїздку до місто Самбір,Зібрати речі для поїздка.,Подорожі,255,18.0,25,0,2
Підготуватися до спортивні змагання,Зайнятися кардіо.,Спорт,320,12.0,17,0,2
Забронювати готель,Забронювати готель.,Подорожі,241,20.0,19,0,2
Тренування на біцепс,Зайнятися кардіо.,Спорт,19,11.0,17,0,1
Дослідити місцеві пам'ятки в місто Рудки,Розрахувати бюджет на наради.,Подорожі,171,11.0,29,0,2
Підготуватися до наради,Створити презентацію на тему маркетингова кампанія.,Навчання,53,12.0,51,0,1
Зайнятися кардіо,Пробігти 7 км.,Спорт,186,27.0,14,0,2
Зробити підготовка звіту,Підготувати фінансовий звіт.,Робота,135,27.0,28,0,3
Виконати завдання з математики,Вивчити 18 нових слів.,Навчання,35,15.0,22,0,1
Підготуватися до спортивні змагання,Пробігти 10 км.,Спорт,349,12.0,15,0,2
Тренування на біцепс,Підготуватися до спортивні змагання.,Спорт,231,,36,0,2
Тренування на біцепс,Тренування на біцепс.,Спорт,283,3.0,21,0,2
Відвідати спортзал для спорту,Зайнятися кардіо.,Спорт,234,19.0,17,0,2
Відвідати спортзал з родиною,Відвідати спортзал з родиною.,Особисте,314,14.0,29,0,2
Зайнятися кардіо,Пробігти 3 км.,Спорт,326,6.0,14,0,2
Відвідати спортзал для спорту,Пробігти 6 км.,Спорт,148,10.0,14,0,2
Зібрати речі для поїздка,Забронювати готель.,Подорожі,346,0.0,19,1,3
Підготуватися до спортивні змагання,Зайнятися кардіо.,Спорт,328,21.0,17,0,2
Прибрати спортзал,Забронювати готель для вихідного дня.,Особисте,321,27.0,37,0,2
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,374,30.0,30,0,2
Підготувати фінансовий звіт,Написати email клієнту щодо маркетингова кампанія.,Робота,279,10.0,50,0,3
Тренування на біцепс,,Спорт,344,21.0,30,0,2
Вивчити 6 нових слів,Вивчити 18 нових слів.,Навчання,119,29.0,22,0,2
Прочитати маркетингова кампанія,Створити презентацію на тему маркетингова кампанія.,Навчання,187,15.0,51,0,2
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,221,16.0,18,0,2
Забронювати готель для вихідного дня,Спланувати похід в кіно з друзями.,Особисте,360,17.0,34,0,2
Організувати наради,Прибрати спортзал.,Особисте,267,3.0,18,0,2
Організувати наради,Підготувати звіт про маркетингова кампанія.,Робота,313,,43,0,3
Вивчити 7 нових слів,Прочитати розділ маркетингова кампанія.,Навчання,388,4.0,39,0,2
Організувати наради,Організувати наради.,Особисте,180,15.0,20,0,2
Спланувати поїздку до село Жданівка,Спланувати поїздку до село Косів.,Подорожі,57,,33,1,3
Зайнятися кардіо,Відвідати спортзал для спорту.,Спорт,40,,30,0,2
Прибрати спортзал,Відвідати спортзал з родиною.,Особисте,165,26.0,29,0,2
Підготувати фінансовий звіт,Організувати наради для команди.,Робота,394,16.0,32,0,3
Прочитати маркетингова кампанія,,Навчання,213,4.0,31,0,2
Розрахувати бюджет на наради,Спланувати поїздку до селище Іршава.,Подорожі,350,24.0,36,0,2
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,207,,18,0,2
Створити презентацію на тему маркетингова кампанія,Прочитати розділ маркетингова кампанія.,Навчання,179,15.0,39,0,2
Зайнятися кардіо,Підготуватися до спортивні змагання.,Спорт,86,29.0,36,0,2
Підготуватися до спортивні змагання,Підготуватися до спортивні змагання.,Спорт,352,29.0,36,0,2
Забронювати готель,Розрахувати бюджет на наради.,Подорожі,182,8.0,29,0,2
Відвідати спортзал для спорту,Підготуватися до спортивні змагання.,Спорт,338,25.0,36,0,2
Завершити підготовка звіту,Підготувати звіт про маркетингова кампанія.,Робота,32,15.0,43,0,1
Дослідити місцеві пам'ятки в місто Торецьк,,Подорожі,131,30.0,39,0,2
Організувати наради,Спланувати похід в кіно з друзями.,Особисте,365,28.0,34,0,2
Відвідати спортзал з родиною,Забронювати готель для вихідного дня.,Особисте,196,0.0,37,1,3
Зробити підготовка звіту,Підготувати звіт про маркетингова кампанія.,Робота,398,27.0,43,0,3
Написати email,Завершити проєктний аналіз перед 1984-06-08.,Робота,19,28.0,44,0,1
Зібрати речі для поїздка,Дослідити місцеві визначні пам'ятки в місто Жданівка.,Подорожі,292,28.0,53,0,2
Спланувати похід в кіно з друзями,Забронювати готель для вихідного дня.,Особисте,117,29.0,37,0,2
Прибрати спортзал,Відвідати спортзал з родиною.,Особисте,280,0.0,29,1,3
Підготуватися до наради,Підготуватися до наради.,Навчання,280,1.0,24,0,3
Організувати наради,Відвідати спортзал з родиною.,Особисте,303,8.0,29,0,2
Спланувати поїздку до село Золоте,Розрахувати бюджет на наради.,Подорожі,95,9.0,29,0,2
Підготуватися до спортивні змагання,Зайнятися кардіо.,Спорт,173,-1.0,17,1,3
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,73,18.0,30,0,2
Спланувати поїздку до селище Лубни,Зібрати речі для поїздка.,Подорожі,356,8.0,25,0,2
Забронювати готель для вихідного дня,Відвідати спортзал з родиною.,Особисте,139,27.0,29,0,2
Організувати наради,Підготувати звіт про маркетингова кампанія.,Робота,17,16.0,43,0,1
Зібрати речі для поїздка,Забронювати готель.,Подорожі,453,5.0,19,0,2
Забронювати готель для вихідного дня,Організувати наради.,Особисте,306,25.0,20,0,2
Зайнятися кардіо,Підготуватися до спортивні змагання.,Спорт,142,3.0,36,0,2
Прочитати маркетингова кампанія,Створити презентацію на тему маркетингова кампанія.,Навчання,283,27.0,51,0,2
Зробити підготовка звіту,Підготувати фінансовий звіт.,Робота,105,10.0,28,0,2
Виконати завдання з математики,Виконати завдання з математики.,Навчання,29,3.0,31,0,2
Пробігти 6 км,Зайнятися кардіо.,Спорт,373,24.0,17,0,2
Створити презентацію на тему маркетингова кампанія,Створити презентацію на тему маркетингова кампанія.,Навчання,108,5.0,51,0,2
Зайнятися кардіо,Підготуватися до спортивні змагання.,Спорт,135,26.0,36,0,2
Прочитати маркетингова кампанія,Виконати завдання з математики.,Навчання,393,1.0,31,0,3
Організувати наради,Організувати наради.,Особисте,333,23.0,20,0,2
Відвідати спортзал для спорту,Підготуватися до спортивні змагання.,Спорт,175,27.0,36,0,2
Спланувати похід в кіно з друзями,Прибрати спортзал.,Особисте,84,3.0,18,0,2
Організувати наради,Прибрати спортзал.,Особисте,432,24.0,18,0,2
Розрахувати бюджет на наради,Забронювати готель.,Подорожі,300,22.0,19,0,2
Підготуватися до спортивні змагання,Відвідати спортзал для спорту.,Спорт,202,10.0,30,0,2
Дослідити місцеві пам'ятки в село Мала Виска,Спланувати поїздку до хутір Монастирище.,Подорожі,466,24.0,40,0,2
Вивчити 9 нових слів,Прочитати розділ маркетингова кампанія.,Навчання,333,6.0,39,0,2
Зробити підготовка звіту,Підготувати звіт про маркетингова кампанія.,Робота,33,16.0,43,0,1
Зробити підготовка звіту,Написати email клієнту щодо маркетингова кампанія.,Робота,286,20.0,50,0,3
Підготувати фінансовий звіт,Підготувати звіт про маркетингова кампанія.,Робота,366,29.0,43,0,3
Зробити підготовка звіту,Підготувати фінансовий звіт.,Робота,459,22.0,28,0,3
Забронювати готель,Дослідити місцеві визначні пам'ятки в селище Вільногірськ.,Подорожі,52,11.0,58,0,1
Тренування на біцепс,Підготуватися до спортивні змагання.,Спорт,120,7.0,36,0,2
Відвідати спортзал з родиною,,Особисте,38,27.0,34,0,1
Зробити підготовка звіту,Завершити проєктний аналіз перед 2022-02-06.,Робота,219,5.0,44,0,3
Вивчити 7 нових слів,Виконати завдання з математики.,Навчання,191,7.0,31,0,2
Прибрати спортзал,Організувати наради.,Особисте,310,12.0,20,0,2
Спланувати поїздку до хутір Залізне,Зібрати речі для поїздка.,Подорожі,117,24.0,25,0,2
Спланувати похід в кіно з друзями,Забронювати готель для вихідного дня.,Особисте,457,22.0,37,0,2
Виконати завдання з математики,Підготуватися до наради.,Навчання,328,5.0,24,0,2
Спланувати похід в кіно з друзями,Відвідати спортзал з родиною.,Особисте,334,14.0,29,0,2
Зайнятися кардіо,,Спорт,319,8.0,36,0,2
Організувати наради,Спланувати похід в кіно з друзями.,Особисте,99,7.0,34,0,2
Розрахувати бюджет на наради,Спланувати поїздку до місто Бучач.,Подорожі,232,5.0,34,0,2
Спланувати похід в кіно з друзями,Організувати наради.,Особисте,305,30.0,20,0,2
Виконати завдання з математики,Створити презентацію на тему маркетингова кампанія.,Навчання,430,11.0,51,0,2
Організувати наради,Спланувати похід в кіно з друзями.,Особисте,218,28.0,34,0,2
Завершити підготовка звіту,Завершити проєктний аналіз перед 1981-12-11.,Робота,373,7.0,44,0,3
Забронювати готель для вихідного дня,Відвідати спортзал з родиною.,Особисте,167,10.0,29,0,2
Організувати наради,Забронювати готель для вихідного дня.,Особисте,395,27.0,37,0,2
Вивчити 13 нових слів,Виконати завдання з математики.,Навчання,183,5.0,31,0,2
Спланувати поїздку до хутір Щолкіне,Розрахувати бюджет на наради.,Подорожі,142,,29,0,2
Підготувати фінансовий звіт,Написати email клієнту щодо маркетингова кампанія.,Робота,437,13.0,50,0,3
Тренування на біцепс,Відвідати спортзал для спорту.,Спорт,427,12.0,30,0,2
Виконати завдання з математики,Прочитати розділ маркетингова кампанія.,Навчання,421,28.0,39,0,2
Написати email,Написати email клієнту щодо маркетингова кампанія.,Робота,432,1.0,50,0,3
Прибрати спортзал,Прибрати спортзал.,Особисте,390,,18,0,2
Спланувати поїздку до хутір Вільнянськ,Дослідити місцеві визначні пам'ятки в село Баранівка.,Подорожі,327,8.0,53,0,2
Підготувати фінансовий звіт,Завершити проєктний аналіз перед 2019-04-26.,Робота,386,-1.0,44,1,3
Зайнятися кардіо,Відвідати спортзал для спорту.,Спорт,164,19.0,30,0,2
Написати email,Написати email клієнту щодо маркетингова кампанія.,Робота,64,,50,0,2
Організувати наради,Відвідати спортзал з родиною.,Особисте,197,19.0,29,0,2
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,121,11.0,30,0,2
Відвідати спортзал для спорту,Зайнятися кардіо.,Спорт,413,28.0,17,0,2
Зібрати речі для поїздка,Зібрати речі для поїздка.,Подорожі,145,19.0,25,0,2
Зайнятися кардіо,Зайнятися кардіо.,Спорт,325,10.0,17,0,2
Зробити підготовка звіту,Підготувати звіт про маркетингова кампанія.,Робота,137,8.0,43,0,3
Пробігти 2 км,Відвідати спортзал для спорту.,Спорт,171,21.0,30,0,2
Вивчити 12 нових слів,Виконати завдання з математики.,Навчання,305,21.0,31,0,2
Виконати завдання з математики,Вивчити 9 нових слів.,Навчання,318,14.0,21,0,2
Підготуватися до спортивні змагання,Пробігти 10 км.,Спорт,429,4.0,15,0,2
Підготуватися до спортивні змагання,Пробігти 9 км.,Спорт,18,16.0,14,0,1
Відвідати спортзал для спорту,Пробігти 4 км.,Спорт,53,26.0,14,0,1
Підготувати фінансовий звіт,Підготувати фінансовий звіт.,Робота,274,24.0,28,0,3
Підготувати фінансовий звіт,Написати email клієнту щодо маркетингова кампанія.,Робота,183,8.0,50,0,3
Зібрати речі для поїздка,,Подорожі,406,25.0,53,0,2
Вивчити 12 нових слів,Виконати завдання з математики.,Навчання,152,19.0,31,0,2
Пробігти 6 км,Відвідати спортзал для спорту.,Спорт,342,1.0,30,0,3
Забронювати готель для вихідного дня,Організувати наради.,Особисте,132,26.0,20,0,2
Забронювати готель для вихідного дня,Спланувати похід в кіно з друзями.,Особисте,417,16.0,34,0,2
Забронювати готель,Дослідити місцеві визначні пам'ятки в село Чернівці.,Подорожі,469,26.0,52,0,2
Забронювати готель,Зібрати речі для поїздка.,Подорожі,473,6.0,25,0,2
Спланувати похід в кіно з друзями,Забронювати готель для вихідного дня.,Особисте,418,4.0,37,0,2
Підготувати фінансовий звіт,Організувати наради для команди.,Робота,80,0.0,32,1,3
Підготувати фінансовий звіт,Підготувати фінансовий звіт.,Робота,37,25.0,28,0,1
Відвідати спортзал з родиною,Спланувати похід в кіно з друзями.,Особисте,111,19.0,34,0,2
Організувати наради,Завершити проєктний аналіз перед 2010-10-29.,Робота,326,17.0,44,0,3
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,311,27.0,30,0,2
Забронювати готель,Зібрати речі для поїздка.,Подорожі,18,7.0,25,0,1
Відвідати спортзал з родиною,Забронювати готель для вихідного дня.,Особисте,152,29.0,37,0,2
Написати email,Написати email клієнту щодо маркетингова кампанія.,Робота,147,17.0,50,0,3
Підготуватися до наради,Підготуватися до наради.,Навчання,27,28.0,24,0,1
Завершити підготовка звіту,Підготувати звіт про маркетингова кампанія.,Робота,410,23.0,43,0,3
Вивчити 12 нових слів,Вивчити 20 нових слів.,Навчання,66,26.0,22,0,2
Підготуватися до спортивні змагання,Підготуватися до спортивні змагання.,Спорт,91,7.0,36,0,2
Зробити підготовка звіту,,Робота,32,30.0,43,0,1
Тренування на біцепс,Відвідати спортзал для спорту.,Спорт,380,-1.0,30,1,3
Забронювати готель,Зібрати речі для поїздка.,Подорожі,85,12.0,25,0,2
Забронювати готель,Забронювати готель.,Подорожі,144,3.0,19,0,2
Організувати наради,Забронювати готель для вихідного дня.,Особисте,166,8.0,37,0,2
Спланувати похід в кіно з друзями,Забронювати готель для вихідного дня.,Особисте,346,4.0,37,0,2
Підготуватися до спортивні змагання,,Спорт,259,17.0,36,0,2
Зайнятися кардіо,Пробігти 3 км.,Спорт,401,1.0,14,0,3
Спланувати похід в кіно з друзями,Прибрати спортзал.,Особисте,219,23.0,18,0,2
Організувати наради,Забронювати готель для вихідного дня.,Особисте,52,3.0,37,0,2
Прибрати спортзал,Відвідати спортзал з родиною.,Особисте,367,23.0,29,0,2
Відвідати спортзал з родиною,Відвідати спортзал з родиною.,Особисте,19,27.0,29,0,1
Організувати наради,Прибрати спортзал.,Особисте,61,3.0,18,0,2
Тренування на біцепс,Пробігти 5 км.,Спорт,329,24.0,14,0,2
Зробити підготовка звіту,Написати email клієнту щодо маркетингова кампанія.,Робота,363,1.0,50,0,3
Спланувати поїздку до місто Бахмач,Розрахувати бюджет на наради.,Подорожі,280,,29,0,2
Відвідати спортзал для спорту,Пробігти 5 км.,Спорт,179,4.0,14,0,2
Зробити підготовка звіту,Підготувати фінансовий звіт.,Робота,47,26.0,28,0,1
Створити презентацію на тему маркетингова кампанія,Вивчити 7 нових слів.,Навчання,127,24.0,21,0,2
Написати email,,Робота,136,1.0,43,0,3
Вивчити 5 нових слів,Створити презентацію на тему маркетингова кампанія.,Навчання,382,18.0,51,0,2
Прочитати маркетингова кампанія,,Навчання,284,7.0,39,0,2
Спланувати поїздку до селище Сорокине,Зібрати речі для поїздка.,Подорожі,183,7.0,25,0,2
Спланувати поїздку до місто Златопіль,Спланувати поїздку до село Решетилівка.,Подорожі,284,29.0,39,0,2
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,60,10.0,18,0,1
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,201,14.0,18,0,2
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,121,18.0,18,0,2
Підготуватися до спортивні змагання,Відвідати спортзал для спорту.,Спорт,427,15.0,30,0,2
Зайнятися кардіо,Тренування на біцепс.,Спорт,152,30.0,21,0,2
Створити презентацію на тему маркетингова кампанія,Підготуватися до наради.,Навчання,140,17.0,24,0,2
Написати email,Завершити проєктний аналіз перед 2001-07-28.,Робота,278,12.0,44,0,3
Спланувати похід в кіно з друзями,Спланувати похід в кіно з друзями.,Особисте,152,17.0,34,0,2
Прибрати спортзал,Спланувати похід в кіно з друзями.,Особисте,385,22.0,34,0,2
Відвідати спортзал з родиною,Відвідати спортзал з родиною.,Особисте,381,19.0,29,0,2
Зайнятися кардіо,Відвідати спортзал для спорту.,Спорт,156,21.0,30,0,2
Зробити підготовка звіту,Завершити проєктний аналіз перед 2007-08-08.,Робота,105,12.0,44,0,2
Створити презентацію на тему маркетингова кампанія,Підготуватися до наради.,Навчання,59,7.0,24,0,1
Прибрати спортзал,Забронювати готель для вихідного дня.,Особисте,187,22.0,37,0,2
Підготуватися до наради,Прочитати розділ маркетингова кампанія.,Навчання,179,16.0,39,0,2
Вивчити 16 нових слів,Підготуватися до наради.,Навчання,440,,24,0,2
Спланувати похід в кіно з друзями,Спланувати похід в кіно з друзями.,Особисте,17,15.0,34,0,1
Забронювати готель для вихідного дня,Забронювати готель для вихідного дня.,Особисте,82,16.0,37,0,2
Прочитати маркетингова кампанія,Прочитати розділ маркетингова кампанія.,Навчання,286,1.0,39,0,3
Тренування на біцепс,Зайнятися кардіо.,Спорт,34,14.0,17,0,1
Пробігти 9 км,Пробігти 2 км.,Спорт,357,28.0,14,0,2
Відвідати спортзал для спорту,Підготуватися до спортивні змагання.,Спорт,109,25.0,36,0,2
Створити презентацію на тему маркетингова кампанія,Виконати завдання з математики.,Навчання,166,29.0,31,0,2
Спланувати поїздку до місто Корсунь-Шевченківський,Зібрати речі для поїздка.,Подорожі,50,25.0,25,0,1
Дослідити місцеві пам'ятки в село Чорноморськ,Спланувати поїздку до хутір Малин.,Подорожі,35,4.0,34,0,2
Підготуватися до наради,Виконати завдання з математики.,Навчання,456,13.0,31,0,2
Дослідити місцеві пам'ятки в місто Бобровиця,Дослідити місцеві визначні пам'ятки в хутір Зоринськ.,Подорожі,322,29.0,53,0,2
Організувати наради,Підготувати звіт про маркетингова кампанія.,Робота,133,20.0,43,0,3
Прибрати спортзал,Відвідати спортзал з родиною.,Особисте,387,19.0,29,0,2
Тренування на біцепс,Відвідати спортзал для спорту.,Спорт,171,13.0,30,0,2
Завершити підготовка звіту,Підготувати фінансовий звіт.,Робота,101,13.0,28,0,2
Організувати наради,Підготувати фінансовий звіт.,Робота,109,2.0,28,0,2
Створити презентацію на тему маркетингова кампанія,Прочитати розділ маркетингова кампанія.,Навчання,71,12.0,39,0,2
Пробігти 9 км,Тренування на біцепс.,Спорт,325,20.0,21,0,2
Відвідати спортзал для спорту,,Спорт,470,,17,0,2
Спланувати похід в кіно з друзями,Прибрати спортзал.,Особисте,85,23.0,18,0,2
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,224,5.0,30,0,2
Організувати наради,Прибрати спортзал.,Особисте,428,18.0,18,0,2
Вивчити 15 нових слів,Вивчити 7 нових слів.,Навчання,201,29.0,21,0,2
Виконати завдання з математики,Створити презентацію на тему маркетингова кампанія.,Навчання,254,12.0,51,0,2
Пробігти 4 км,,Спорт,162,-1.0,17,1,3
Зібрати речі для поїздка,Забронювати готель.,Подорожі,161,13.0,19,0,2
Відвідати спортзал з родиною,Відвідати спортзал з родиною.,Особисте,438,23.0,29,0,2
Тренування на біцепс,Тренування на біцепс.,Спорт,475,13.0,21,0,2
Спланувати похід в кіно з друзями,Прибрати спортзал.,Особисте,105,22.0,18,0,2
Організувати наради,Прибрати спортзал.,Особисте,71,11.0,18,0,2
Пробігти 6 км,Тренування на біцепс.,Спорт,346,28.0,21,0,2
Зайнятися кардіо,Пробігти 2 км.,Спорт,65,10.0,14,0,2
Спланувати похід в кіно з друзями,Відвідати спортзал з родиною.,Особисте,380,0.0,29,1,3
Завершити підготовка звіту,Підготувати фінансовий звіт.,Робота,338,15.0,28,0,3
Зробити підготовка звіту,Завершити проєктний аналіз перед 1997-07-07.,Робота,100,28.0,44,0,2
Прибрати спортзал,,Особисте,245,4.0,34,0,2
Забронювати готель,Забронювати готель.,Подорожі,253,8.0,19,0,2
Прочитати маркетингова кампанія,Створити презентацію на тему маркетингова кампанія.,Навчання,270,23.0,51,0,2
Відвідати спортзал з родиною,Прибрати спортзал.,Особисте,39,5.0,18,0,2
Організувати наради,Підготувати фінансовий звіт.,Робота,173,28.0,28,0,3
Забронювати готель для вихідного дня,Відвідати спортзал з родиною.,Особисте,408,19.0,29,0,2
Пробігти 9 км,Відвідати спортзал для спорту.,Спорт,371,28.0,30,0,2
Завершити підготовка звіту,Написати email клієнту щодо маркетингова кампанія.,Робота,161,15.0,50,0,3
Зайнятися кардіо,Відвідати спортзал для спорту.,Спорт,100,27.0,30,0,2
Написати email,Завершити проєктний аналіз перед 1974-10-31.,Робота,34,9.0,44,0,1
Дослідити місцеві пам'ятки в село Здолбунів,Забронювати готель.,Подорожі,182,9.0,19,0,2
Організувати наради,,Робота,464,3.0,44,0,3
Вивчити 9 нових слів,Підготуватися до наради.,Навчання,411,14.0,24,0,2
Зайнятися кардіо,Зайнятися кардіо.,Спорт,30,20.0,17,0,1
Створити презентацію на тему маркетингова кампанія,Прочитати розділ маркетингова кампанія.,Навчання,447,3.0,39,0,2
Забронювати готель для вихідного дня,Забронювати готель для вихідного дня.,Особисте,84,17.0,37,0,2
Прибрати спортзал,Спланувати похід в кіно з друзями.,Особисте,46,28.0,34,0,1
Відвідати спортзал для спорту,Відвідати спортзал для спорту.,Спорт,106,30.0,30,0,2
Організувати наради,Підготувати звіт про маркетингова кампанія.,Робота,249,,43,0,3
Зайнятися кардіо,Зайнятися кардіо.,Спорт,56,21.0,17,0,1
